Time,RAW_U,RAW_V,RAW_W
46.46,0.3279,0.01855,0.01545
46.47,0.3363,-0.008,0.0109
46.48,0.2938,-0.0283,0.0206
46.49,0.3215,-0.0335,0.0234
46.5,0.3385,-0.0418,0.0227
46.51,0.3276,-0.0431,0.0199
46.52,0.33265,-0.0524,0.01595
46.53,0.34063,-0.0519,0.01468
46.54,0.36811,-0.04535,0.00469
46.55,0.34801,-0.00838,0.00175
46.56,0.335,-0.02354,-0.00013
46.57,0.322,-0.0387,-0.002
46.58,0.30805,-0.04975,-0.0016
46.59,0.30827,-0.03227,0.0074
46.6,0.32713,-0.02218,0.00895
46.61,0.33326,-0.00479,0.00013
46.62,0.29788,0.00901,0.00766
46.63,0.30749,0.0247,0.01423
46.64,0.30779,-0.0059,0.01852
46.65,0.3081,-0.0365,0.0228
46.66,0.3501,-0.0455,0.00045
46.67,0.3481,-0.0367,-0.00737
46.68,0.36515,-0.03855,-0.01088
46.69,0.35872,-0.03037,-0.01214
46.7,0.37306,-0.01179,-0.00897
46.71,0.37313,-0.03334,-0.00334
46.72,0.36996,-0.04032,-0.00317
46.73,0.36168,-0.04376,0.00426
46.74,0.3534,-0.0472,0.0117
46.75,0.35585,-0.0186,0.0043
46.76,0.36523,0.00105,0.00605
46.77,0.58786,-0.01967,-0.06048
46.78,0.43418,-0.02094,-0.02324
46.79,0.38119,-0.01872,-0.00532
46.8,0.34904,-0.01286,0.00644
46.81,0.3169,-0.007,0.0182
46.82,0.3509,-0.0428,0.01995
46.83,0.3849,-0.0786,0.0217
46.84,0.37265,-0.0559,0.0243
46.85,0.12972,-0.0302,0.08255
46.86,0.23936,-0.06265,0.05137
46.87,0.28763,-0.06582,0.02978
46.88,0.32702,-0.04756,0.01794
46.89,0.33326,-0.03453,0.01477
46.9,0.3395,-0.0215,0.0116
46.91,0.3801,-0.0088,0.006
46.92,0.3792,-0.02475,0.0002
46.93,0.38605,-0.04322,-0.0095
46.94,0.38203,-0.04041,-0.01575
46.95,0.37567,-0.02796,-0.02003
46.96,0.35018,-0.00563,-0.02282
46.97,0.34879,-0.02087,-0.00971
46.98,0.3645,-0.01883,0.00245
46.99,0.38275,-0.00411,0.00477
47.0,0.401,0.0106,0.0071
47.01,0.3706,0.00785,-0.00445
47.02,0.3542,0.01487,-0.01112
47.03,0.35375,0.01629,-0.01556
47.04,0.34237,0.01219,-0.01883
47.05,0.31844,0.00869,-0.01751
47.06,0.31462,0.00234,-0.01265
47.07,0.32406,0.00187,-0.00868
47.08,0.31933,0.00743,-0.00529
47.09,0.34821,0.00971,-0.0027
47.1,0.34601,-0.0141,-0.0071
47.11,0.3592,-0.01555,-0.00635
47.12,0.3326,-0.02353,-0.00952
47.13,0.3409,-0.03111,-0.00416
47.14,0.33295,-0.0137,-0.00353
47.15,0.30018,0.01555,-0.00057
47.16,0.29559,0.00337,0.00751
47.17,0.32379,0.03313,0.0152
47.18,0.32105,0.01651,0.01225
47.19,0.29542,0.00096,0.01858
47.2,0.30296,-0.02507,0.01924
47.21,0.32613,-0.02383,0.02237
47.22,0.33371,-0.03796,0.02144
47.23,0.36175,-0.05638,0.01047
47.24,0.35018,-0.03029,-0.00497
47.25,0.33704,-0.0313,-0.01523
47.26,0.32682,-0.0291,-0.01666
47.27,0.3166,-0.0269,-0.0181
47.28,0.5703,-0.03395,-0.0829
47.29,0.43515,-0.04583,-0.0476
47.3,0.38003,-0.03247,-0.02855
47.31,0.36421,-0.05613,-0.01592
47.32,0.3664,-0.05946,-0.01291
47.33,0.38035,-0.04588,-0.0175
47.34,0.35837,-0.03254,-0.0171
47.35,0.34393,-0.01482,-0.015
47.36,0.34567,-0.00146,-0.008
47.37,0.36804,-0.00098,-0.0103
47.38,0.38217,-0.00269,-0.0103
47.39,0.37208,0.00556,-0.01385
47.4,0.36854,0.02433,-0.01452
47.41,0.35677,0.02917,-0.01461
47.42,0.35513,0.01758,-0.0148
47.43,0.34021,-0.01166,-0.0131
47.44,0.35656,-0.02373,-0.0176
47.45,0.35768,-0.02087,-0.0157
47.46,0.34889,-0.00343,-0.02375
47.47,0.33694,0.00758,-0.03127
47.48,0.31667,-0.02016,-0.03048
47.49,0.33579,-0.00178,-0.01944
47.5,0.3549,0.0166,-0.0084
47.51,0.3423,0.00175,-0.0054
47.52,0.3335,-0.01957,0.0091
47.53,0.34725,-0.01958,0.02975
47.54,0.36547,-0.03479,0.05053
47.55,0.42944,-0.02144,0.04992
47.56,0.44577,-0.02252,0.02776
47.57,0.41948,0.00234,0.01483
47.58,0.38414,0.01562,0.01156
47.59,0.38422,-0.00604,0.00788
47.6,0.39316,-0.03242,0.00469
47.61,0.4021,-0.0588,0.0015
47.62,0.4237,-0.024,-0.0026
47.63,0.4575,-0.0965,-0.0163
47.64,0.42645,-0.0617,-0.02585
47.65,0.40222,-0.0506,-0.02423
47.66,0.40571,-0.0348,-0.02387
47.67,0.4092,-0.019,-0.0235
47.68,0.4002,-0.00825,-0.0181
47.69,0.4059,-0.01528,-0.0131
47.7,0.4116,-0.0223,-0.0081
47.71,0.40365,-0.0111,-0.0113
47.72,0.41197,-0.0167,-0.0175
47.73,0.40729,-0.02185,-0.01975
47.74,0.39765,-0.01913,-0.02112
47.75,0.38267,-0.00977,-0.02181
47.76,0.38443,-0.01834,-0.01886
47.77,0.38897,-0.01112,-0.01673
47.78,0.38548,-0.00911,-0.01767
47.79,0.382,-0.0071,-0.0186
47.8,0.359,-0.02625,-0.017
47.81,0.35445,-0.02637,-0.01295
47.82,0.36052,-0.02529,-0.01537
47.83,0.3666,-0.0242,-0.0178
47.84,0.3669,-0.0257,-0.0142
47.85,0.349,-0.01485,-0.0062
47.86,0.3714,-0.00688,0.0042
47.87,0.3471,-0.01504,0.00975
47.88,0.3436,-0.01862,0.01427
47.89,0.38815,-0.00766,0.00894
47.9,0.38503,-0.00208,0.00042
47.91,0.40487,0.00876,-0.00539
47.92,0.40233,0.00413,-0.0162
47.93,0.40077,0.01237,-0.0213
47.94,0.38284,0.02234,-0.0244
47.95,0.37437,0.02342,-0.02405
47.96,0.36313,0.02156,-0.01858
47.97,0.37777,0.01323,-0.01219
47.98,0.39053,0.00932,-0.0122
47.99,0.62801,0.00211,-0.07385
48.0,0.51185,0.00126,-0.04437
48.01,0.45637,-0.00087,-0.02653
48.02,0.40114,0.00452,-0.02076
48.03,0.36147,0.01091,-0.01473
48.04,0.09694,-0.0079,0.05754
48.05,0.47177,-0.03465,0.09197
48.06,0.63648,-0.00647,-0.01697
48.07,0.51239,-0.00398,-0.00609
48.08,0.42285,-0.00979,-0.00519
48.09,0.3333,-0.0156,-0.0043
48.1,0.3431,-0.01455,-0.0067
48.11,0.3529,-0.0135,-0.0091
48.12,0.3617,-0.02285,-0.01125
48.13,0.38435,-0.03087,-0.01367
48.14,0.37318,-0.02894,-0.01544
48.15,0.39059,-0.04252,-0.01632
48.16,0.38365,-0.05091,-0.01541
48.17,0.38257,-0.0589,-0.01021
48.18,0.38779,-0.06865,-0.00456
48.19,0.3712,-0.07237,0.00177
48.2,0.37595,-0.06853,0.00568
48.21,0.3807,-0.0647,0.0096
48.22,0.1249,-0.0712,0.06355
48.23,0.23155,-0.0687,0.02622
48.24,0.29252,-0.0751,0.01481
48.25,0.33711,-0.063,0.00851
48.26,0.38736,-0.0453,-0.0026
48.27,0.37983,-0.021,-0.00475
48.28,0.35872,-0.0315,-0.00932
48.29,0.35341,-0.05175,-0.01506
48.3,0.36266,-0.04888,-0.01593
48.31,0.34648,-0.05489,-0.01326
48.32,0.35474,-0.05264,-0.01473
48.33,0.35857,-0.05402,-0.01732
48.34,0.3624,-0.0554,-0.0199
48.35,0.3511,-0.0369,-0.01455
48.36,0.3423,-0.01105,-0.01388
48.37,0.34175,-0.03037,-0.01074
48.38,0.35057,-0.02253,-0.01282
48.39,0.33924,-0.01707,-0.01086
48.4,0.35042,-0.00373,-0.01428
48.41,0.39061,-0.01511,-0.01069
48.42,0.3985,-0.00255,-0.0158
48.43,0.4064,0.01,-0.0209
48.44,0.3709,0.01315,-0.02145
48.45,0.36845,0.01487,-0.00928
48.46,0.38162,0.01639,-0.00769
48.47,0.3948,0.0179,-0.0061
48.48,0.3879,0.01045,-0.0165
48.49,0.3659,0.01628,-0.0217
48.5,0.35365,0.01324,-0.016
48.51,0.33793,0.01642,-0.0072
48.52,0.33691,0.03831,0.00015
48.53,0.3495,0.04545,0.00232
48.54,0.35045,0.03177,0.00286
48.55,0.3514,0.0181,0.0034
48.56,0.3676,0.0286,-0.0107
48.57,0.35585,-0.02695,-0.0236
48.58,0.33613,-0.00743,-0.0217
48.59,0.31581,0.00159,-0.0124
48.6,0.33515,-0.01095,-0.00745
48.61,0.33067,-0.02117,0.00332
48.62,0.35698,0.00976,0.00721
48.63,0.34779,0.02008,0.00226
48.64,0.3292,0.00454,-0.00542
48.65,0.31085,0.00317,-0.01001
48.66,0.30973,-0.01387,-0.01165
48.67,0.30522,-0.02549,-0.00403
48.68,0.32146,-0.02345,0.00239
48.69,0.3377,-0.0214,0.0088
48.7,0.0935,-0.01425,0.06585
48.71,0.2485,0.00078,0.03123
48.72,0.30555,0.00464,0.00141
48.73,0.34627,-0.00073,-0.01059
48.74,0.387,-0.0061,-0.0226
48.75,0.4127,0.0029,-0.0289
48.76,0.4113,0.0124,-0.0408
48.77,0.4107,0.00335,-0.0408
48.78,0.4121,0.00717,-0.0375
48.79,0.4113,0.00654,-0.03265
48.8,0.40905,0.01002,-0.02527
48.81,0.38767,0.02526,-0.00494
48.82,0.37064,-0.02147,0.00283
48.83,0.3536,-0.0682,0.0106
48.84,0.4015,-0.0441,-0.0047
48.85,0.411,0.00435,-0.013
48.86,0.40255,0.00362,-0.0244
48.87,0.39308,0.00711,-0.02585
48.88,0.40084,0.0035,-0.02252
48.89,0.4086,-0.0001,-0.0192
48.9,0.3812,0.0363,-0.00365
48.91,0.35535,0.08525,-0.00108
48.92,0.35428,0.05968,0.00446
48.93,0.36624,0.03009,0.00803
48.94,0.37752,-0.00016,0.00417
48.95,0.38131,-0.04503,0.00298
48.96,0.3851,-0.0899,0.0018
48.97,0.37755,-0.0469,-0.00125
48.98,0.37552,-0.05275,-0.01233
48.99,0.3735,-0.0586,-0.0234
49.0,0.3265,-0.0831,-0.0311
49.01,0.31715,-0.07185,-0.0214
49.02,0.33908,-0.07093,-0.0165
49.03,0.32944,-0.04297,-0.01145
49.04,0.33907,-0.03793,0.00973
49.05,0.34923,0.00649,0.02532
49.06,0.36331,0.0015,0.02481
49.07,0.3844,-0.0247,0.02055
49.08,0.4055,-0.0509,0.0163
49.09,0.39985,-0.0325,0.0042
49.1,0.40512,-0.0236,-0.00815
49.11,0.38681,-0.00345,-0.01333
49.12,0.37126,-0.01087,-0.01237
49.13,0.38648,-0.00358,-0.00933
49.14,0.15079,-0.00164,0.05994
49.15,0.2839,0.00728,0.03132
49.16,0.3436,0.02234,0.01136
49.17,0.3774,0.02442,0.00508
49.18,0.39815,0.04751,-0.00576
49.19,0.39977,0.03485,-0.01423
49.2,0.4014,0.0222,-0.0227
49.21,0.3907,0.0172,-0.0236
49.22,0.39755,0.00075,-0.0278
49.23,0.40377,0.00588,-0.02575
49.24,0.39564,0.00789,-0.02757
49.25,0.37077,-0.00296,-0.03263
49.26,0.36963,-0.00513,-0.02606
49.27,0.3685,-0.0073,-0.0195
49.28,0.373,-0.01795,-0.0171
49.29,0.39485,-0.00508,-0.0148
49.3,0.39912,0.00236,-0.01595
49.31,0.4034,0.0098,-0.0171
49.32,0.38725,-0.0079,-0.0211
49.33,0.40168,0.00155,-0.0219
49.34,0.39729,0.00082,-0.0281
49.35,0.39629,-0.00874,-0.02905
49.36,0.39559,-0.00892,-0.03177
49.37,0.37904,-0.00721,-0.03338
49.38,0.39407,0.0005,-0.03514
49.39,0.38804,-0.0031,-0.03102
49.4,0.38572,-0.01725,-0.02576
49.41,0.38701,-0.01203,-0.02503
49.42,0.3977,9e-05,-0.02717
49.43,0.3935,0.0109,-0.02993
49.44,0.38595,0.0052,-0.03016
49.45,0.3784,-0.0005,-0.0304
49.46,0.3779,-0.0106,-0.03155
49.47,0.3863,-0.01695,-0.02743
49.48,0.38445,-0.02007,-0.02321
49.49,0.37943,-0.02119,-0.02661
49.5,0.38697,-0.02679,-0.02981
49.51,0.37468,-0.02699,-0.0259
49.52,0.3624,-0.0272,-0.022
49.53,0.3684,-0.0103,-0.00835
49.54,0.382,-0.0226,-0.00473
49.55,0.38925,-0.0327,-0.00532
49.56,0.38802,-0.0356,-0.01001
49.57,0.38441,-0.01465,-0.0209
49.58,0.38705,-0.01298,-0.02705
49.59,0.36072,-0.02289,-0.03227
49.6,0.35291,-0.0201,-0.02724
49.61,0.37026,-0.00625,-0.02377
49.62,0.36378,-0.01528,-0.01629
49.63,0.37924,-0.01819,-0.01545
49.64,0.3947,-0.0211,-0.0146
49.65,0.3689,-0.0273,-0.0184
49.66,0.36545,-0.0076,-0.0138
49.67,0.36652,0.00185,-0.0047
49.68,0.3676,0.0113,0.0044
49.69,0.3896,-0.00335,-0.00595
49.7,0.3888,-0.02378,-0.01002
49.71,0.3886,-0.01329,-0.01656
49.72,0.3884,-0.0028,-0.0231
49.73,0.3795,-0.01065,-0.0154
49.74,0.3706,-0.0185,-0.0077
49.75,0.3623,-0.0124,-0.0008
49.76,0.3793,-0.0336,0.0095
49.77,0.389,0.0153,0.0054
49.78,0.3993,0.0334,-0.0029
49.79,0.40205,0.0059,-0.0145
49.8,0.39292,-0.0018,-0.0218
49.81,0.37566,-0.0125,-0.0205
49.82,0.37278,-0.0149,-0.0216
49.83,0.3699,-0.0173,-0.0227
49.84,0.3627,0.0098,-0.01835
49.85,0.3842,0.0016,-0.01398
49.86,0.37825,0.0062,-0.01309
49.87,0.38787,-0.00175,-0.01419
49.88,0.37748,0.00268,-0.0168
49.89,0.35824,-0.00291,-0.018
49.9,0.35802,-0.0037,-0.01885
49.91,0.60846,0.0127,-0.07952
49.92,0.46773,-0.0024,-0.03541
49.93,0.43246,-0.01735,-0.01065
49.94,0.3972,-0.0323,0.0141
49.95,0.373,-0.0259,0.0116
49.96,0.35245,-0.0298,0.00965
49.97,0.3319,-0.0337,0.0077
49.98,0.3542,-0.02335,0.0042
49.99,0.3568,-0.01377,-0.0073
50.0,0.3752,-0.03324,-0.0065
50.01,0.3791,-0.02937,-0.00885
50.02,0.37385,-0.01639,-0.00483
50.03,0.35942,-0.01044,-0.00262
50.04,0.36411,0.00613,-0.00386
50.05,0.3622,0.02201,-0.00148
50.06,0.35375,0.0359,0.00916
50.07,0.35047,0.03195,0.00968
50.08,0.34103,0.01342,0.01279
50.09,0.33542,-0.01629,0.0135
50.1,0.33486,-0.01904,0.0141
50.11,0.3343,-0.0218,0.0147
50.12,0.3193,-0.0342,0.0086
50.13,0.3512,0.0053,0.0086
50.14,0.35805,0.0174,0.0089
50.15,0.35242,0.0073,0.0029
50.16,0.3468,-0.0028,-0.0031
50.17,0.3436,0.0006,-0.01315
50.18,0.3367,0.01885,-0.01912
50.19,0.3404,0.03122,-0.02866
50.2,0.567,0.01351,-0.08823
50.21,0.4344,0.01426,-0.05282
50.22,0.39315,-0.00452,-0.02676
50.23,0.37682,0.01554,-0.01613
50.24,0.36181,0.01662,-0.01311
50.25,0.3468,0.0177,-0.0101
50.26,0.3569,-0.0063,-0.0097
50.27,0.3818,-0.0188,-0.0146
50.28,0.3451,-0.03395,-0.00495
50.29,0.3435,-0.01208,0.00603
50.3,0.3619,-0.02429,0.00691
50.31,0.35215,-0.01744,0.00305
50.32,0.32107,-0.01802,0.00258
50.33,0.33969,-0.00351,0.00524
50.34,0.38129,0.0105,-0.00418
50.35,0.3936,-0.00215,-0.02444
50.36,0.4059,-0.0148,-0.0447
50.37,0.3972,-0.0408,-0.053
50.38,0.39345,-0.0606,-0.04735
50.39,0.36203,-0.0635,-0.03658
50.4,0.37677,-0.06995,-0.02924
50.41,0.38994,-0.05267,-0.02157
50.42,0.39022,-0.01894,-0.02903
50.43,0.37576,-0.00932,-0.03241
50.44,0.37398,-0.02296,-0.03416
50.45,0.38989,-0.01583,-0.03388
50.46,0.38245,-0.00722,-0.03534
50.47,0.37823,-0.00751,-0.03672
50.48,0.37901,0.0097,-0.03516
50.49,0.39095,-0.00365,-0.02473
50.5,0.38243,-0.03213,-0.01611
50.51,0.38916,-0.01491,-0.01711
50.52,0.3959,0.0023,-0.0181
50.53,0.3985,-0.0119,-0.0246
50.54,0.3543,-0.0263,-0.0131
50.55,0.36085,-0.00925,-0.01435
50.56,0.3674,0.0078,-0.0156
50.57,0.3598,0.0397,-0.0161
50.58,0.36685,0.01995,-0.0163
50.59,0.3739,0.0002,-0.0165
50.6,-0.12255,0.0219,0.10085
50.61,0.11513,0.0324,0.03138
50.62,0.23012,0.01705,0.00549
50.63,0.30381,0.01878,-0.00485
50.64,0.3775,0.0205,-0.0152
50.65,0.3805,0.0274,-0.02785
50.66,0.38075,0.01445,-0.03188
50.67,0.381,0.0015,-0.0359
50.68,0.3905,0.0111,-0.0381
50.69,0.3893,0.0664,-0.0321
50.7,0.3718,0.0587,-0.0258
50.71,0.3771,0.067,-0.0239
50.72,0.38985,0.04985,-0.02865
50.73,0.39322,0.03773,-0.03302
50.74,0.3966,0.0256,-0.0374
50.75,0.38715,0.01595,-0.0286
50.76,0.39567,-0.00633,-0.0253
50.77,0.39059,-0.01271,-0.03115
50.78,0.39199,-0.0158,-0.03628
50.79,0.38694,-0.01865,-0.04104
50.8,0.38412,-0.02792,-0.04167
50.81,0.38571,-0.02366,-0.04058
50.82,0.3774,-0.00363,-0.03404
50.83,0.3881,-0.01907,-0.03327
50.84,0.38465,-0.01328,-0.03198
50.85,0.39443,-0.01314,-0.02939
50.86,0.40326,-0.00797,-0.03354
50.87,0.40083,-0.01929,-0.03642
50.88,0.3984,-0.0306,-0.0393
50.89,0.3981,-0.03045,-0.0376
50.9,0.3978,-0.0303,-0.0359
50.91,0.4071,-0.0429,-0.0391
50.92,0.3734,-0.0229,-0.0385
50.93,0.3548,-0.0381,-0.0346
50.94,0.37165,-0.046,-0.03795
50.95,0.35877,-0.03775,-0.03598
50.96,0.35184,-0.00867,-0.02654
50.97,0.38252,-0.01639,-0.01562
50.98,0.37791,-0.00819,-0.01241
50.99,0.38376,-0.00099,-0.00906
51.0,0.36518,-0.00775,-0.00728
51.01,0.36819,-0.02643,-0.00454
51.02,0.3712,-0.0451,-0.0018
51.03,0.39915,-0.01815,0.00345
51.04,0.40292,0.00183,-0.00113
51.05,0.36901,-0.01673,-0.00127
51.06,0.3826,-0.02771,0.00611
51.07,0.4134,-0.03705,-0.00015
51.08,0.4076,-0.05393,-0.01167
51.09,0.4018,-0.0708,-0.0232
51.1,0.3673,-0.0667,-0.0262
51.11,0.3529,-0.07755,-0.0313
51.12,0.3821,-0.08367,-0.03665
51.13,0.3849,-0.06203,-0.03882
51.14,0.39465,-0.06191,-0.03836
51.15,0.38287,-0.052,-0.03268
51.16,0.3711,-0.0421,-0.027
51.17,0.3591,-0.041,-0.0258
51.18,0.63965,-0.0357,-0.07855
51.19,0.53733,-0.0289,-0.04857
51.2,0.48706,-0.02435,-0.03384
51.21,0.46683,-0.02742,-0.02697
51.22,0.46137,-0.04066,-0.02704
51.23,0.44349,-0.03313,-0.03587
51.24,0.426,-0.02461,-0.03939
51.25,0.41945,-0.01456,-0.03645
51.26,0.4129,-0.0045,-0.0335
51.27,0.4077,-0.0402,-0.034
51.28,0.409,-0.0021,-0.0181
51.29,0.42445,-0.01775,-0.0245
51.3,0.4399,-0.0334,-0.0309
51.31,0.4563,-0.0341,-0.0295
51.32,0.44265,-0.0342,-0.03175
51.33,0.41778,-0.02365,-0.02438
51.34,0.41059,-0.02363,-0.02684
51.35,0.41745,-0.02547,-0.02322
51.36,0.42797,-0.03359,-0.02246
51.37,0.44183,-0.04689,-0.02253
51.38,0.19087,-0.05565,0.03824
51.39,0.31839,-0.07487,-0.00273
51.4,0.3592,-0.08224,-0.02747
51.41,0.36105,-0.08522,-0.03463
51.42,0.37792,-0.09821,-0.03657
51.43,0.39236,-0.07265,-0.02773
51.44,0.39023,-0.06302,-0.02767
51.45,0.38021,-0.03986,-0.03384
51.46,0.37981,-0.03508,-0.03287
51.47,0.3794,-0.0303,-0.0319
51.48,0.37915,-0.0115,-0.0225
51.49,0.35813,-0.0255,-0.0081
51.5,0.37546,-0.0172,0.00225
51.51,0.37713,-0.01435,0.00668
51.52,0.36991,-0.01607,0.00654
51.53,0.36961,-0.01909,-0.00758
51.54,0.36125,0.00096,-0.01174
51.55,0.36762,0.02388,-0.02197
51.56,0.33341,0.04589,-0.02039
51.57,0.36885,0.02859,-0.00819
51.58,0.38998,0.02959,0.00011
51.59,0.36769,0.01734,0.0025
51.6,0.37794,0.02372,0.0007
51.61,0.36902,0.02041,0.0055
51.62,0.37961,0.02561,0.00675
51.63,0.38236,-0.00509,0.00553
51.64,0.35458,-0.03859,0.00167
51.65,0.31434,-0.02989,0.00624
51.66,0.37477,-0.03104,0.00227
51.67,0.38504,-0.03432,-0.00866
51.68,0.37512,-0.04856,-0.00808
51.69,0.36916,-0.02518,-0.00559
51.7,0.37678,-0.04089,-0.006
51.71,0.3844,-0.0566,-0.0064
51.72,0.36715,-0.0554,-0.0087
51.73,0.36328,-0.056,-0.00965
51.74,0.36734,-0.06445,-0.00668
51.75,0.34117,-0.05418,-0.00359
51.76,0.35618,-0.05369,0.00255
51.77,0.38439,-0.04059,-0.00322
51.78,0.4126,-0.0275,-0.009
51.79,0.3661,-0.0353,-0.0337
51.8,0.37055,-0.03595,-0.03275
51.81,0.37548,-0.02738,-0.03488
51.82,0.37789,-0.01664,-0.04224
51.83,0.36689,-0.01297,-0.04522
51.84,0.39504,-0.01524,-0.04411
51.85,0.38382,-0.01347,-0.04471
51.86,0.37436,-0.02413,-0.04385
51.87,0.35178,-0.01792,-0.04202
51.88,0.35924,-0.02761,-0.03641
51.89,0.3667,-0.0373,-0.0308
51.9,0.3666,-0.05305,-0.03205
51.91,0.3665,-0.0688,-0.0333
51.92,0.3528,-0.0604,-0.03355
51.93,0.34685,-0.0531,-0.03503
51.94,0.32003,-0.05085,-0.03291
51.95,0.32527,-0.07003,-0.02471
51.96,0.33559,-0.08106,-0.02056
51.97,0.3459,-0.0921,-0.0164
51.98,0.36875,-0.07435,-0.0149
51.99,0.34978,-0.05727,-0.02125
52.0,0.35489,-0.05509,-0.02183
52.01,0.35655,-0.0198,-0.02026
52.02,0.35362,-0.0375,-0.02003
52.03,0.31951,-0.0059,-0.01531
52.04,0.32771,-0.04755,-0.01166
52.05,0.3533,-0.06333,-0.01228
52.06,0.3789,-0.0791,-0.0129
52.07,0.37125,-0.09475,-0.01475
52.08,0.37108,-0.09862,-0.01602
52.09,0.3709,-0.1025,-0.0173
52.1,0.35485,-0.08565,-0.02215
52.11,0.36118,-0.06882,-0.02547
52.12,0.35254,-0.04731,-0.02513
52.13,0.35102,-0.03335,-0.02327
52.14,0.35661,-0.04877,-0.02148
52.15,0.34196,-0.04298,-0.01314
52.16,0.31903,-0.01834,-0.00602
52.17,0.34057,-0.01372,-0.00236
52.18,0.34928,-0.00946,-0.00873
52.19,0.35424,0.00267,-0.01386
52.2,0.35287,0.02073,-0.01968
52.21,0.35874,0.02741,-0.02024
52.22,0.3646,0.0341,-0.0208
52.23,0.34295,0.01205,-0.0191
52.24,0.35428,0.01462,-0.01295
52.25,0.36679,-0.00874,-0.01487
52.26,0.38584,-0.04177,-0.02949
52.27,0.39637,-0.04414,-0.04015
52.28,0.35853,-0.03467,-0.03707
52.29,0.37562,-0.02688,-0.02789
52.3,0.36676,0.00601,-0.0161
52.31,0.37213,-0.0058,-0.0082
52.32,0.3775,-0.0176,-0.0003
52.33,0.3632,-0.0372,-0.0068
52.34,0.3674,-0.03445,-0.00365
52.35,0.3682,-0.04412,-0.00702
52.36,0.40335,-0.05301,-0.02351
52.37,0.38508,-0.06476,-0.03866
52.38,0.35854,-0.04008,-0.03713
52.39,0.34787,-0.03279,-0.02667
52.4,0.37723,-0.0773,-0.02454
52.41,0.4066,-0.1218,-0.0224
52.42,0.373,-0.06255,-0.01255
52.43,0.372,-0.04087,-0.00392
52.44,0.371,-0.0192,0.0047
52.45,0.4136,0.0072,-0.0192
52.46,0.39025,0.0047,-0.0292
52.47,0.40118,-0.01175,-0.03865
52.48,0.38679,-0.01602,-0.04177
52.49,0.3781,-0.01026,-0.04299
52.5,0.37305,-0.00438,-0.0444
52.51,0.40207,-0.00779,-0.0499
52.52,0.39288,-0.00475,-0.0438
52.53,0.39044,0.00577,-0.05255
52.54,0.36127,-0.01431,-0.05292
52.55,0.34169,-0.0257,-0.04266
52.56,0.36535,-0.01655,-0.03058
52.57,0.36578,-0.03453,-0.01699
52.58,0.39804,0.00609,-0.0106
52.59,0.36602,0.03829,-0.01225
52.6,0.38551,0.02934,-0.01503
52.61,0.38316,-0.01233,-0.01796
52.62,0.34303,0.02118,-0.00393
52.63,0.3029,0.0547,0.0101
52.64,0.3776,0.0674,0.0081
52.65,0.36755,0.03895,-0.00245
52.66,0.36567,0.02577,-0.01383
52.67,0.37023,0.01254,-0.00622
52.68,0.37701,-0.00988,-0.01066
52.69,0.3838,-0.0323,-0.0151
52.7,0.36705,-0.06555,-0.01855
52.71,0.36182,-0.09127,-0.01872
52.72,0.37081,-0.09069,-0.02166
52.73,0.3645,-0.0956,-0.02083
52.74,0.3582,-0.1005,-0.02
52.75,0.3805,-0.09225,-0.02325
52.76,0.3496,-0.08317,-0.02722
52.77,0.3187,-0.0741,-0.0312
52.78,0.2858,-0.1084,-0.0028
52.79,0.3988,-0.0643,0.0106
52.8,0.4514,-0.0665,-0.0105
52.81,0.3952,-0.0557,-0.0136
52.82,0.4061,-0.0386,-0.0109
52.83,0.38,-0.0471,-0.01415
52.84,0.36785,-0.0618,-0.00547
52.85,0.37457,-0.05635,-0.00643
52.86,0.36423,-0.04717,-0.00722
52.87,0.3539,-0.038,-0.008
52.88,0.37615,-0.03685,-0.0033
52.89,0.35018,-0.02018,0.0059
52.9,0.31894,-0.04849,0.0153
52.91,0.31952,-0.06389,0.0223
52.92,0.3201,-0.0793,0.0293
52.93,0.30955,-0.04295,0.0231
52.94,0.32462,-0.02803,0.0135
52.95,0.30126,-0.02447,0.012
52.96,0.30238,-0.02769,0.014
52.97,0.30204,-0.0201,0.01565
52.98,0.32697,-0.04385,0.00583
52.99,0.34259,-0.05702,-0.00674
53.0,0.34199,-0.05791,-0.01172
53.01,0.3413,-0.04276,-0.01486
53.02,0.34155,-0.04848,-0.01573
53.03,0.34068,-0.02954,-0.01401
53.04,0.33419,-0.02627,-0.01235
53.05,0.35425,-0.02434,-0.01542
53.06,0.36528,-0.01927,-0.01796
53.07,0.3763,-0.0142,-0.0205
53.08,0.3642,-0.0048,-0.0152
53.09,0.33905,-0.00825,-0.0139
53.1,0.3139,-0.0117,-0.0126
53.11,0.3652,-0.0101,-0.0094
53.12,0.35795,-0.0047,-0.0108
53.13,0.3507,0.0007,-0.0122
53.14,0.34335,0.0287,-0.0108
53.15,0.32272,0.0204,-0.00815
53.16,0.33236,0.01615,-0.00673
53.17,0.32128,0.01707,0.00083
53.18,0.32499,0.02948,-0.00164
53.19,0.31239,0.00874,-0.01392
53.2,0.326,-0.00058,-0.01306
53.21,0.5755,-0.01154,-0.07303
53.22,0.44435,-0.02722,-0.03197
53.23,0.41313,-0.04906,-0.01073
53.24,0.39166,-0.06128,-0.00571
53.25,0.38108,-0.04434,-0.0096
53.26,0.37134,-0.02722,-0.01485
53.27,0.36042,-0.03231,-0.01707
53.28,0.36221,-0.0388,-0.01833
53.29,0.364,-0.0453,-0.0196
