Time,RAW_U,RAW_V,RAW_W
87.71,0.4144,-0.0411,-0.002
87.72,0.4302,-0.0084,-0.0086
87.73,0.4094,-0.0217,-0.0152
87.74,0.3913,-0.0505,-0.0186
87.75,0.384,-0.0046,-0.0123
87.76,0.3739,0.0236,-0.0226
87.77,0.3602,0.0028,-0.0211
87.78,0.3919,-0.0154,-0.0186
87.79,0.3727,-0.0606,-0.031
87.8,0.3103,-0.0201,-0.0214
87.81,0.3577,-0.0241,-0.0126
87.82,0.3658,-0.0505,-0.018
87.83,0.3461,-0.0438,-0.0196
87.84,0.3475,-0.0708,-0.0251
87.85,0.3297,-0.0129,-0.0093
87.86,0.3061,0.002,0.0097
87.87,0.3496,-0.0017,0.014
87.88,0.3775,0.0081,0.0014
87.89,-0.1664,-0.0042,0.1203
87.9,0.3528,-0.03,0.0093
87.91,0.3009,0.0328,0.0136
87.92,0.3367,0.0588,0.0209
87.93,0.3179,0.0354,0.0175
87.94,0.3008,0.0189,0.0253
87.95,0.3761,0.0244,0.0332
87.96,-0.1802,0.0462,0.1581
87.97,0.0763,0.0169,0.0888
87.98,0.3328,-0.0124,0.0195
87.99,0.3816,-0.0488,0.0224
88.0,0.4144,-0.0349,0.0069
88.01,0.3961,-0.0024,-0.0161
88.02,0.3789,0.0197,-0.02915
88.03,0.3617,0.0418,-0.0422
88.04,0.3681,0.0657,-0.0316
88.05,0.3293,0.0544,-0.0086
88.06,0.3557,0.0765,-0.007
88.07,0.3454,0.042,-0.0099
88.08,0.3345,0.0156,-0.0097
88.09,0.3287,0.0525,-0.0075
88.1,0.3567,0.0238,-0.0047
88.11,0.3202,0.0213,-0.0018
88.12,0.2951,-0.0254,0.004
88.13,0.349,0.0251,0.0151
88.14,0.3559,-0.0025,0.0083
88.15,0.8683,0.0599,-0.1269
88.16,0.4015,0.0354,-0.0076
88.17,0.4036,0.0259,-0.018
88.18,0.3685,0.0343,-0.0167
88.19,0.8873,0.0314,-0.129
88.2,0.2914,0.0419,0.0181
88.21,0.3292,-0.0051,0.023
88.22,0.3322,0.0038,0.0202
88.23,0.3593,0.0266,0.0153
88.24,0.3438,0.0187,0.0057
88.25,0.3945,0.0291,-0.0104
88.26,0.3406,-0.009,-0.0102
88.27,0.3374,-0.0061,-0.017
88.28,0.3509,-0.0095,-0.0118
88.29,0.369,-0.0078,-0.0007
88.3,0.3932,-0.0258,-0.0072
88.31,0.3733,-0.0138,-0.0138
88.32,0.3555,-0.0094,-0.0113
88.33,0.3775,0.0195,-0.0191
88.34,0.3604,-0.0168,-0.0138
88.35,0.369,-0.0162,-0.0014
88.36,0.3753,-0.0055,-0.0126
88.37,0.3562,0.0221,-0.0194
88.38,0.36825,-0.0051,-0.01455
88.39,0.3803,-0.0323,-0.0097
88.4,0.3733,-0.0146,-0.0075
88.41,0.8795,-0.0027,-0.1446
88.42,0.3563,-0.0053,-0.0084
88.43,0.3616,-0.0163,-0.0083
88.44,0.3684,0.0231,-0.0044
88.45,0.4053,0.0095,-0.0037
88.46,-0.1573,0.0256,0.1273
88.47,0.1307,0.04475,0.0601
88.48,0.4187,0.0639,-0.0071
88.49,0.3864,0.0553,-0.0167
88.5,0.3898,-0.0164,-0.0076
88.51,0.4304,0.0495,-0.018
88.52,0.3455,-0.0192,-0.0276
88.53,0.3503,-0.0111,-0.0287
88.54,0.382,-0.0323,-0.0363
88.55,0.3577,-0.0441,-0.0422
88.56,0.3703,0.0049,-0.0365
88.57,0.3594,-0.0184,-0.0365
88.58,0.3574,-0.0307,-0.0409
88.59,0.3223,-0.0285,-0.0266
88.6,0.3133,-0.0512,-0.0327
88.61,0.2992,-0.0311,-0.0287
88.62,0.3373,-0.0257,-0.0389
88.63,0.3597,0.0031,-0.0416
88.64,0.3206,-0.041,-0.0486
88.65,0.3236,-0.042,-0.0423
88.66,0.297,-0.018,-0.0291
88.67,0.3388,-0.0432,-0.0205
88.68,0.3207,0.0075,-0.0304
88.69,0.3221,-0.0147,-0.029
88.7,0.3413,-0.0052,-0.0283
88.71,0.3378,-0.0154,-0.0213
88.72,0.3711,-0.0266,-0.0297
88.73,0.326,-0.0465,-0.0374
88.74,0.8267,-0.0388,-0.1582
88.75,0.3406,0.0011,-0.0252
88.76,0.7738,0.0043,-0.1357
88.77,0.2895,0.0258,-0.0097
88.78,0.3073,-0.042,0.0121
88.79,0.3387,-0.0281,0.0082
88.8,0.33485,-0.04285,0.01665
88.81,0.331,-0.0576,0.0251
88.82,0.3169,-0.0298,0.0251
88.83,0.3046,-0.0411,0.0296
88.84,0.3233,-0.0244,0.0307
88.85,0.3251,-0.0028,0.0232
88.86,0.324,0.0073,0.0139
88.87,0.35405,0.0151,0.0087
88.88,0.3841,0.0229,0.0035
88.89,0.3183,-0.0325,0.0055
88.9,0.3948,0.0164,0.0111
88.91,-0.1247,0.0128,0.1508
88.92,0.376,0.069,0.0313
88.93,0.3548,0.0597,0.0139
88.94,0.3357,0.082,0.0081
88.95,0.8721,0.0214,-0.1229
88.96,0.3517,0.0417,0.0001
88.97,0.3394,0.0089,-0.0138
88.98,0.3464,0.0599,0.0085
88.99,0.3641,0.0115,0.0163
89.0,0.327,0.0032,0.0132
89.01,0.34155,0.01225,0.01045
89.02,0.3561,0.0213,0.0077
89.03,0.3785,0.0072,-0.008
89.04,0.3646,0.0134,-0.0137
89.05,0.3614,0.0487,-0.0104
89.06,0.3883,-0.0175,-0.0277
89.07,0.3348,-0.0393,-0.027
89.08,0.3183,-0.0666,-0.0248
89.09,0.3124,-0.0263,-0.0042
89.1,0.3194,-0.0308,0.0026
89.11,0.3656,-0.0064,-0.0072
89.12,0.33755,-0.02645,-0.0156
89.13,0.31878,-0.02808,-0.01795
89.14,0.32084,-0.05154,-0.01698
89.15,0.3229,-0.075,-0.016
89.16,0.3162,-0.0608,-0.0068
89.17,0.3488,-0.0433,0.0013
89.18,0.3993,0.0017,-0.0042
89.19,0.3731,-0.0375,-0.0222
89.2,0.3273,-0.056,-0.0279
89.21,0.3022,-0.0544,-0.026
89.22,0.3196,0.0119,-0.0179
89.23,0.3737,-0.011,-0.0284
89.24,0.3526,-0.0575,-0.0293
89.25,0.3265,-0.0651,-0.0214
89.26,0.3546,-0.0208,-0.0212
89.27,0.3782,0.003,-0.0254
89.28,0.3657,0.0106,-0.0226
89.29,0.331,0.0691,-0.0229
89.3,0.2718,0.0487,-0.0255
89.31,0.3483,-0.0001,-0.0176
89.32,0.3097,-0.0169,-0.0212
89.33,0.329,-0.0183,-0.0285
89.34,0.351,0.0353,-0.0331
89.35,0.3221,0.0191,-0.0304
89.36,0.2808,0.0376,-0.0213
89.37,0.3287,0.04,-0.0245
89.38,0.3465,0.0385,-0.0224
89.39,0.3675,0.0105,-0.024
89.4,0.3381,0.00425,-0.0244
89.41,0.2821,0.04313,-0.02195
89.42,0.2261,0.082,-0.0195
89.43,0.3182,0.038,-0.0054
89.44,0.3082,0.0341,0.0063
89.45,0.31415,-0.00435,0.01345
89.46,0.3201,-0.0428,0.0206
89.47,0.3031,-0.05785,0.01675
89.48,0.2861,-0.0729,0.0129
89.49,0.3107,-0.042,0.022
89.5,0.3018,-0.014,0.0234
89.51,0.2976,-0.0287,0.0243
89.52,0.3061,-0.0126,0.0237
89.53,0.3067,-0.0252,0.0187
89.54,0.3051,-0.0172,0.0185
89.55,0.2962,-0.0051,0.0219
89.56,0.3043,-0.0461,0.0172
89.57,0.2948,-0.0294,0.02
89.58,0.3173,-0.0111,0.0174
89.59,0.30745,-0.01325,0.01515
89.6,0.2976,-0.0154,0.0129
89.61,0.2785,-0.0123,0.0059
89.62,0.3254,-0.0139,0.0119
89.63,0.31225,-0.02315,0.00985
89.64,0.2991,-0.0324,0.0078
89.65,0.2753,0.0329,0.0098
89.66,0.3159,0.0198,0.0207
89.67,0.3098,0.0288,0.003
89.68,0.2967,-0.0109,-0.0116
89.69,0.3064,0.0017,-0.0209
89.7,0.2227,0.0448,-0.0115
89.71,0.2076,0.0258,-0.0109
89.72,0.2672,-0.0076,0.0038
89.73,0.2479,-0.0141,0.0028
89.74,0.2319,-0.0328,0.0053
89.75,0.1531,-0.0299,0.0161
89.76,0.0176,-0.0237,0.0784
89.77,-0.1179,-0.0175,0.1407
89.78,0.3779,-0.0141,-0.0191
89.79,0.3137,-0.0398,-0.0195
89.8,0.316,-0.0015,-0.0146
89.81,0.3492,-0.0459,0.0031
89.82,0.3136,0.0094,0.0021
89.83,0.3622,0.0364,-0.0081
89.84,0.321,-0.0245,-0.0085
89.85,0.3676,-0.0417,0.0064
89.86,0.4324,-0.0612,-0.0087
89.87,0.4314,-0.0343,-0.0173
89.88,0.4276,-0.0296,-0.0175
89.89,0.4004,-0.0098,-0.0318
89.9,0.3881,-0.0551,-0.0339
89.91,0.376,-0.0782,-0.0316
89.92,0.369,-0.0473,-0.0004
89.93,0.3541,-0.01,-0.0025
89.94,0.8623,0.0011,-0.1312
89.95,0.3418,0.0002,-0.0016
89.96,0.4009,0.0179,0.0034
89.97,0.344,0.0029,0.0023
89.98,0.3599,0.0352,0.0071
89.99,0.3933,0.049,-0.015
90.0,-0.1383,0.0332,0.11
90.01,0.3011,0.0113,-0.0064
90.02,0.3922,-0.0181,0.0026
90.03,0.394,-0.0352,-0.0089
90.04,0.36595,-0.02195,0.00305
90.05,0.36213,-0.03578,0.00398
90.06,0.3583,-0.0496,0.0049
90.07,0.3192,-0.0391,0.0052
90.08,0.34705,-0.03915,0.00085
90.09,0.3749,-0.0392,-0.0035
90.1,0.3549,-0.0487,-0.0049
90.11,0.3226,-0.0186,0.0008
90.12,0.3288,-0.0447,0.0083
90.13,0.4043,-0.0014,-0.0128
90.14,0.3437,-0.0043,-0.0318
90.15,0.3398,0.0052,-0.0076
90.16,0.3793,-0.0132,-0.0026
90.17,0.3155,-0.0418,0.0047
90.18,0.3073,-0.1061,0.0129
90.19,0.3215,-0.0502,0.0222
90.2,0.3134,-0.0526,0.0129
90.21,0.3512,-0.0479,0.0042
90.22,0.3078,-0.0323,-0.0008
90.23,0.3325,-0.0056,-0.0029
90.24,0.3689,0.0254,-0.0238
90.25,0.3927,0.03555,-0.0277
90.26,0.4165,0.0457,-0.0316
90.27,0.4105,0.0053,-0.0351
90.28,0.4006,0.0245,-0.0432
90.29,0.4079,0.0134,-0.0411
90.3,0.3431,-0.0035,-0.0301
90.31,0.3814,0.038,-0.0262
90.32,0.4301,-0.0237,-0.0419
90.33,0.4042,-0.0845,-0.0415
90.34,0.3449,-0.0562,-0.0272
90.35,0.2993,0.0073,-0.012
90.36,0.3896,-0.0003,-0.0134
90.37,0.3997,0.0048,-0.0215
90.38,0.342,0.0344,-0.0162
90.39,0.3579,0.0422,-0.0026
90.4,0.371,0.0072,-0.0086
90.41,0.3247,-0.0981,-0.009
90.42,0.315,-0.0604,-0.0004
90.43,0.3221,-0.035,-0.0161
90.44,0.3515,-0.0815,-0.0061
90.45,0.3713,-0.0174,-0.0086
90.46,0.36765,-0.0223,-0.0072
90.47,0.34947,-0.04455,-0.00605
90.48,0.34179,-0.03533,-0.00428
90.49,0.35309,-0.04136,-0.00514
90.5,0.3644,-0.0474,-0.006
90.51,0.387,-0.0292,-0.023
90.52,0.3733,-0.01045,-0.01755
90.53,0.3596,0.0083,-0.0121
90.54,0.3581,-0.0408,-0.0104
90.55,0.3989,-0.0787,-0.0142
90.56,0.3519,-0.0447,-0.0165
90.57,0.3281,-0.0134,-0.0128
90.58,0.3299,-0.0574,-0.005
90.59,0.3017,-0.0479,0.0123
90.6,0.3823,-0.0986,0.0032
90.61,0.3799,-0.0742,-0.0014
90.62,0.3684,-0.0708,-0.0086
90.63,0.3768,-0.0466,-0.01165
90.64,0.3852,-0.0224,-0.0147
90.65,0.3929,-0.036,-0.0254
90.66,0.3655,-0.0072,-0.0289
90.67,0.3637,-0.0192,-0.031
90.68,0.3907,-0.0094,-0.0283
90.69,0.352,-0.0096,-0.0273
90.7,0.3689,-0.0193,-0.0197
90.71,0.3993,-0.0452,-0.0214
90.72,0.3744,-0.0348,-0.0405
90.73,0.3769,-0.0804,-0.0528
90.74,0.3958,-0.0586,-0.0558
90.75,0.3799,-0.1389,-0.061
90.76,0.3613,-0.0242,-0.0584
90.77,0.3438,0.0041,-0.0469
90.78,0.3664,-0.0332,-0.0535
90.79,0.3409,-0.0042,-0.0511
90.8,0.323,-0.031,-0.0467
90.81,0.3417,-0.0225,-0.0385
90.82,0.3073,-0.0236,-0.0324
90.83,0.7543,0.0112,-0.1377
90.84,0.3102,0.0189,0.007
90.85,0.3432,-0.0155,0.0047
90.86,0.2981,-0.0068,0.0036
90.87,0.3126,-0.0235,0.0048
90.88,0.3206,0.0266,-0.0066
90.89,0.2854,-0.0314,-0.0069
90.9,0.3295,-0.0514,-0.0022
90.91,0.3273,-0.0436,-0.0068
90.92,0.3462,-0.0047,-0.0031
90.93,0.2989,0.0039,-0.0044
90.94,0.3287,-0.0163,-0.0019
90.95,0.3072,-0.0281,0.0036
90.96,-0.2022,-0.0123,0.1265
90.97,0.04605,-0.00725,0.0612
90.98,0.2943,-0.0022,-0.0041
90.99,0.3702,0.0241,-0.009
91.0,0.2993,-0.057,-0.0061
91.01,0.3214,-0.0397,0.007
91.02,0.3359,-0.0409,0.0022
91.03,0.3226,-0.033,0.0041
91.04,0.32975,-0.005,0.00875
91.05,0.3369,0.023,0.0134
91.06,0.3365,0.03065,0.01185
91.07,0.3361,0.0383,0.0103
91.08,0.3371,0.0189,-0.0053
91.09,0.2898,-0.033,0.0048
91.1,0.249,-0.0239,0.0217
91.11,0.3475,-0.0094,0.0387
91.12,0.3626,0.0012,0.0341
91.13,0.3501,0.0322,0.0302
91.14,0.3883,0.018,0.0121
91.15,0.4015,0.0508,-0.0068
91.16,0.3666,0.02,-0.0077
91.17,0.3578,0.0555,0.0161
91.18,0.369,0.0206,-0.0031
91.19,0.3208,0.0045,-0.0113
91.2,0.3361,-0.018,0.0005
91.21,0.3514,-0.0405,0.0123
91.22,0.3401,-0.0222,0.0153
91.23,0.3419,-0.0106,0.0196
91.24,0.3633,-0.0321,0.028
91.25,0.3826,-0.0204,0.0351
91.26,0.3812,-0.0096,0.0226
91.27,0.3911,-0.0023,0.0218
91.28,0.44,0.0264,0.0072
91.29,0.3812,-0.0731,-0.0257
91.3,0.3743,-0.0737,-0.0245
91.31,0.4039,-0.0558,-0.0114
91.32,0.3749,-0.0389,-0.0137
91.33,0.4065,-0.0492,-0.0054
91.34,0.4041,-0.0182,-0.0072
91.35,0.4009,-0.0521,-0.0167
91.36,0.3944,-0.0381,-0.0009
91.37,0.3908,-0.0254,0.0053
91.38,0.4103,-0.019,0.0072
91.39,-0.1083,-0.0011,0.1297
91.4,0.3946,-0.0296,-0.0065
91.41,0.4129,-0.0356,-0.023
91.42,0.4211,-0.0156,-0.0291
91.43,-0.0945,-0.0247,0.0853
91.44,0.3833,-0.0269,-0.0378
91.45,0.3958,-0.0355,-0.0383
91.46,0.3899,0.0063,-0.0345
91.47,0.375,-0.0134,-0.0442
91.48,0.3667,-0.01635,-0.03665
91.49,0.3584,-0.0193,-0.0291
91.5,0.3766,-0.0142,-0.0296
91.51,0.3731,0.0003,-0.0317
91.52,0.3207,0.0136,-0.0259
91.53,0.3963,0.0107,-0.0172
91.54,0.3905,-0.0002,-0.027
91.55,0.3764,-0.0032,-0.0325
91.56,0.3901,-0.0112,-0.0355
91.57,0.3631,-0.0159,-0.0382
91.58,0.3558,-0.0095,-0.0382
91.59,0.32845,-0.00045,-0.02075
91.6,0.3011,0.0086,-0.0033
91.61,0.3896,-0.0017,-0.0062
91.62,0.341,-0.0065,0.0021
91.63,0.3494,-0.0248,0.0037
91.64,0.33,-0.0621,0.0192
91.65,0.3324,-0.0386,0.0201
91.66,0.3774,-0.0661,0.0074
91.67,0.37685,-0.04765,-0.00515
91.68,0.3763,-0.0292,-0.0177
91.69,0.3606,-0.0246,-0.017
91.7,0.3852,-0.0404,-0.0242
91.71,0.3994,-0.0342,-0.0281
91.72,0.4095,-0.0413,-0.0424
91.73,0.4151,-0.0397,-0.0378
91.74,0.4073,-0.0426,-0.0352
91.75,0.3933,-0.0151,-0.0279
91.76,0.3864,0.0016,-0.0278
91.77,0.4215,-0.0169,-0.0161
91.78,0.3985,-0.0182,-0.0154
91.79,0.4197,-0.0383,-0.0143
91.8,0.4016,-0.0486,-0.0053
91.81,0.3835,-0.0589,0.0037
91.82,0.3633,-0.0653,0.0184
91.83,0.419,-0.0857,0.0107
91.84,0.4255,-0.1181,0.0
91.85,0.3843,-0.0753,0.0026
91.86,0.3676,-0.0648,0.0027
91.87,0.3862,-0.0502,-0.0016
91.88,0.3684,-0.0367,-0.0005
91.89,0.3848,-0.0364,-0.0048
91.9,0.3775,-0.0496,-0.0087
91.91,0.345,-0.0563,-0.0054
91.92,0.3386,-0.053,-0.0049
91.93,0.3491,-0.0566,-0.0183
91.94,0.3646,-0.0208,-0.015
91.95,0.4064,-0.0226,-0.0186
91.96,0.3745,0.009,-0.0223
91.97,0.3693,0.0089,-0.023
91.98,0.344,-0.0233,-0.0132
91.99,0.3557,-0.0204,-0.0166
92.0,0.3386,-0.0237,-0.0097
92.01,0.3715,-0.0187,-0.02
92.02,0.3487,-0.0122,-0.0135
92.03,0.3973,-0.0142,-0.0063
92.04,0.3759,0.0025,-0.0166
92.05,0.3801,-0.0332,-0.0114
92.06,0.3342,0.0107,-0.0145
92.07,0.4193,-0.0177,-0.0237
92.08,0.3659,-0.0133,-0.0355
92.09,0.3251,0.0281,-0.0289
92.1,0.3774,0.0301,-0.0275
92.11,0.2519,0.0209,-0.0047
92.12,0.3249,0.0179,0.0344
92.13,0.3614,-0.0117,0.0318
92.14,0.3663,-0.0617,0.0207
92.15,0.3021,0.0044,0.017
92.16,0.3009,0.0082,0.0163
92.17,0.3557,-0.0389,0.0477
92.18,0.407,-0.037,0.0279
92.19,0.4099,-0.0431,0.0145
92.2,0.3898,0.0265,-0.0023
92.21,0.37375,0.0146,-0.00745
92.22,0.3577,0.0027,-0.0126
92.23,0.3777,0.0382,-0.0034
92.24,0.3688,0.0189,-0.0065
92.25,0.433,0.045,-0.0141
92.26,0.3984,0.00795,-0.0069
92.27,0.3638,-0.0291,0.0003
92.28,0.3579,-0.0424,-0.0079
92.29,0.3513,0.0078,-0.0091
92.3,0.3863,-0.0026,0.0031
92.31,0.305,0.0284,-0.0081
92.32,0.3228,0.0357,0.0004
92.33,0.3237,-0.0133,0.00415
92.34,0.3246,-0.0623,0.0079
92.35,0.2945,-0.0069,0.0027
92.36,0.3196,0.0046,-0.0048
92.37,0.3253,0.0211,-0.0147
92.38,0.3586,-0.0144,-0.0189
92.39,0.3104,0.0309,0.0076
92.4,0.34495,0.01045,0.0023
92.41,0.3795,-0.01,-0.003
92.42,0.3416,-0.0225,-0.0062
92.43,0.3124,-0.0238,-0.0054
92.44,0.3745,-0.0197,-0.0008
92.45,0.3375,-0.0013,0.0081
92.46,0.3502,-0.042,0.011
92.47,0.3585,-0.0391,0.00915
92.48,0.3668,-0.0362,0.0073
92.49,0.3856,-0.0386,-0.0059
92.5,0.3218,-0.0471,-0.0074
92.51,0.3104,-0.0392,-0.0013
92.52,0.3181,0.028,0.0049
92.53,0.3148,-0.0101,0.0065
92.54,0.356,0.0236,0.012
92.55,0.3543,-0.0502,0.0051
92.56,0.3478,-0.0094,-0.0046
92.57,0.344,0.008,-0.0144
92.58,0.3509,0.0301,-0.0121
92.59,0.3329,0.0255,-0.0083
92.6,0.2882,-0.044,-0.0085
92.61,0.319,0.0374,-0.0111
92.62,0.3062,0.0096,-0.0112
92.63,0.3204,0.0043,-0.0151
92.64,0.3473,-0.0044,-0.0225
92.65,0.3439,-0.0346,-0.0223
92.66,0.2989,0.0341,-0.0062
92.67,0.3074,0.0045,-0.0115
92.68,0.3497,-0.0269,-0.0184
92.69,0.3366,-0.0148,-0.029
92.7,0.3016,-0.005,-0.0346
92.71,0.2837,-0.0151,-0.0248
92.72,0.2744,0.0045,-0.0163
92.73,0.2727,0.0412,-0.0003
92.74,0.2906,0.001,0.01
92.75,0.3612,-0.0053,-0.00385
92.76,0.0963,-5e-05,0.05067
92.77,-0.1686,0.0052,0.1052
92.78,0.2707,0.0086,-0.0104
92.79,0.2966,0.0118,0.0069
92.8,0.28675,-0.003,0.00745
92.81,0.30747,-0.0019,0.01068
92.82,0.33288,-0.006,0.00784
92.83,0.3583,-0.0101,0.005
92.84,0.3696,0.0177,0.0045
92.85,0.391,-0.0254,-0.0012
92.86,0.3791,-0.0227,-0.0038
92.87,0.3276,-0.0328,0.0089
92.88,0.3805,-0.0048,0.01
92.89,0.3762,0.0016,0.0109
92.9,0.3748,-0.0583,0.014
92.91,0.3783,-0.0688,0.0046
92.92,0.3618,-0.0609,-0.0105
92.93,0.3202,-0.0696,-0.0137
92.94,0.3412,-0.07635,-0.01905
92.95,0.34685,-0.06728,-0.01967
92.96,0.3525,-0.0582,-0.0203
92.97,0.3287,-0.0494,-0.0207
92.98,0.3184,-0.0505,-0.0172
92.99,0.3356,-0.03605,-0.0012
93.0,0.3528,-0.0216,0.0148
93.01,0.34885,-0.02895,-0.00575
93.02,0.3449,-0.0363,-0.0263
93.03,0.3346,-0.0374,-0.0266
93.04,0.3454,-0.0412,-0.0103
93.05,0.3413,0.0348,0.0197
93.06,-0.1227,0.0277,0.1492
93.07,0.4309,-0.0294,0.0012
93.08,0.3895,-0.0479,-0.0235
93.09,0.3251,-0.0043,-0.0089
93.1,0.3338,0.0072,-0.0232
93.11,0.3451,-0.0085,-0.0198
93.12,0.364,-0.0233,-0.0206
93.13,0.3549,0.0014,-0.0141
93.14,0.361,0.0037,-0.0169
93.15,0.3923,0.014,-0.0264
93.16,0.3559,0.0283,-0.0097
93.17,0.4187,-0.0128,-0.0079
93.18,0.4147,-0.0232,-0.0176
93.19,0.4032,-0.0215,-0.0181
93.2,0.4165,-0.0115,-0.0213
93.21,0.389,-0.0329,-0.0206
93.22,0.4187,-0.0398,-0.0187
93.23,0.4294,-0.046,-0.0323
93.24,0.4407,-0.0555,-0.0327
93.25,0.4175,-0.0417,-0.0301
93.26,0.4098,-0.058,-0.0272
93.27,0.3805,-0.0794,-0.0095
93.28,0.4208,-0.0593,0.0104
93.29,0.454,-0.0496,0.0024
93.3,0.4597,-0.0527,-0.0079
93.31,-0.5975,-0.0449,0.2372
93.32,0.408,-0.0361,-0.0186
93.33,0.436,-0.027,-0.0007
93.34,0.4136,-0.0579,-0.001
93.35,0.4412,-0.0624,0.0184
93.36,0.4542,-0.0097,0.0068
93.37,0.4243,-0.0387,-0.0059
93.38,0.4108,-0.0133,-0.0111
93.39,0.3967,-0.0072,-0.0146
93.4,0.4088,0.0026,-0.012
93.41,0.4241,-0.0077,-0.0075
93.42,0.3813,-0.0048,-0.0062
93.43,0.4024,-0.0444,-0.00335
93.44,0.4235,-0.084,-0.0005
93.45,0.4661,-0.087,0.0008
93.46,0.4199,-0.0234,-0.012
93.47,0.4082,-0.0301,-0.0109
93.48,0.4271,-0.0287,-0.011
93.49,0.409,-0.0326,-0.0082
93.5,0.4269,-0.0404,-0.0096
93.51,0.4358,-0.0212,-0.006
93.52,0.4416,-0.0004,-0.0226
93.53,0.4153,-0.0133,-0.0398
93.54,0.3972,-0.0354,-0.0462
93.55,0.3897,-0.0373,-0.0471
93.56,0.3622,0.0372,-0.0268
93.57,0.3983,-0.002,-0.0121
93.58,0.3995,-0.015,-0.0018
93.59,0.3926,-0.0249,-0.0062
93.6,0.4189,-0.0183,-0.012
93.61,0.3876,-0.0145,-0.0068
93.62,0.4336,-0.0413,-0.0148
93.63,0.3945,-0.0152,-0.0268
93.64,0.4093,-0.0511,-0.0306
93.65,0.43,-0.052,-0.0309
93.66,0.4165,-0.0503,-0.0335
93.67,0.4441,-0.0677,-0.0462
93.68,0.4246,-0.0416,-0.0465
93.69,0.4166,-0.0477,-0.0514
93.7,0.3819,-0.0132,-0.046
93.71,0.3907,0.0158,-0.0346
93.72,0.3907,0.0005,-0.0208
93.73,0.3934,0.02595,-0.0151
93.74,0.3961,0.0514,-0.0094
93.75,0.3989,0.0239,-0.0085
93.76,0.4181,0.0384,-0.0344
93.77,0.391,-0.0045,-0.0497
93.78,0.3708,-0.0118,-0.0509
93.79,0.3586,-0.0806,-0.0373
93.8,0.3679,-0.0433,-0.0317
93.81,0.3633,-0.0351,-0.0303
93.82,0.3529,-0.0367,-0.0231
93.83,0.3358,-0.0343,-0.0098
93.84,0.3718,-0.034,-0.0029
93.85,0.4175,0.0114,-0.0128
93.86,0.426,-0.0559,-0.0386
93.87,0.41525,-0.0344,-0.02285
93.88,0.4045,-0.0129,-0.0071
93.89,0.463,-0.0332,-0.0166
93.9,0.4365,-0.0459,-0.0432
93.91,0.4204,-0.0087,-0.0541
93.92,0.4065,0.034,-0.0419
93.93,0.393,-0.007,-0.0425
93.94,0.3897,0.0215,-0.0378
93.95,0.3574,-0.0046,-0.0338
93.96,0.3457,-0.0105,-0.0288
93.97,0.3796,-0.0224,-0.0283
93.98,0.3959,-0.0014,-0.0281
93.99,0.3943,-0.0365,-0.0201
94.0,0.3606,-0.0491,-0.016
94.01,0.4032,-0.0963,-0.0168
94.02,0.4148,-0.0656,-0.0145
94.03,0.3698,-0.0456,-0.0091
94.04,0.3714,-0.0228,0.0092
94.05,0.4271,-0.0337,0.0041
94.06,0.4055,-0.0379,-0.0076
94.07,0.3793,-0.0661,0.0034
94.08,0.4253,-0.0299,-0.0116
94.09,0.4046,-0.0141,-0.0282
94.1,0.4216,-0.00035,-0.0368
94.11,0.4386,0.0134,-0.0454
94.12,0.4417,0.004,-0.0463
94.13,0.4226,0.008,-0.0339
94.14,0.4509,-0.0001,-0.0212
94.15,0.4147,0.0223,-0.0301
94.16,0.4032,0.0195,-0.0229
94.17,0.421,0.0058,-0.0346
94.18,0.4171,0.0035,-0.0332
94.19,0.432,-0.017,-0.0255
94.2,0.4456,-0.0273,-0.0243
94.21,0.433,0.0074,-0.0175
94.22,0.4145,-0.0071,-0.0236
94.23,0.3926,0.0232,-0.0126
94.24,0.4197,0.0064,-0.0217
94.25,0.424,0.0082,-0.0289
94.26,0.4252,-0.0139,-0.0283
94.27,0.4324,-0.006,-0.0278
94.28,0.4218,-0.0071,-0.0284
94.29,0.3953,0.042,-0.0291
94.3,0.4507,0.0105,-0.0237
94.31,0.4038,-0.0114,-0.0284
94.32,0.3756,0.0118,-0.0279
94.33,0.3963,-0.0217,-0.0194
94.34,0.4426,0.02,-0.0199
94.35,0.4143,0.0278,-0.0208
94.36,0.3735,0.0366,-0.0294
94.37,0.4334,0.0092,-0.0221
94.38,0.3963,0.0069,-0.0321
94.39,0.4027,-0.0231,-0.0112
94.4,0.4297,0.0021,0.0015
94.41,0.4281,0.0103,-0.0068
94.42,0.4346,0.0427,-0.015
94.43,0.3935,0.0913,-0.0173
94.44,0.3802,0.047,-0.0235
94.45,0.3699,0.0368,-0.0218
94.46,0.3763,0.0128,-0.0134
94.47,0.4269,-0.0026,-0.0039
94.48,0.4314,0.0237,-0.0099
94.49,0.3931,0.0031,-0.0195
94.5,0.3656,-0.0324,0.0052
94.51,0.3906,0.0177,0.0065
94.52,0.4101,-0.0029,0.0015
94.53,0.3972,0.0403,0.0011
94.54,0.3799,-0.0035,-0.0008
94.55,0.4154,-0.0134,0.0035
94.56,0.394,-0.0348,0.0073
94.57,0.3783,-0.0371,0.0032
94.58,0.402,0.0074,0.0112
94.59,0.4071,0.0057,0.0092
94.6,0.4188,-0.0019,-0.0014
94.61,0.4095,0.0329,0.0057
94.62,0.922,-0.0068,-0.1262
94.63,0.3866,0.0223,-0.0199
94.64,0.3864,0.0079,-0.0208
94.65,0.3749,0.0315,-0.0248
